"Category","Brand Name","Brand Slug","Model Name","Model Slug","Variant Storage","Variant RAM","Base Buyout Price (INR)","Popular","Active","Image Link"
"LAPTOP","HP","hp","HP EliteBook X360 830 G6 Series","hp-elitebook-x360-830-g6-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-elitebook-x360-830-g6-series"
"LAPTOP","HP","hp","HP EliteBook X360 830 G7 Series","hp-elitebook-x360-830-g7-series","Standard","","25250","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-elitebook-x360-830-g7-series"
"LAPTOP","HP","hp","HP EliteBook X360 830 G8 Series","hp-elitebook-x360-830-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-elitebook-x360-830-g8-series"
"LAPTOP","HP","hp","HP Envy 13 Series","hp-envy-13-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-envy-13-series"
"LAPTOP","HP","hp","HP Envy 14 Series","hp-envy-14-series","Standard","","3030","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-envy-14-series"
"LAPTOP","HP","hp","HP Envy 15 Series","hp-envy-15-series","Standard","","25250","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-envy-15-series"
"LAPTOP","HP","hp","HP Envy 16 Series","hp-envy-16-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-envy-16-series"
"LAPTOP","HP","hp","HP Envy 17 Series","hp-envy-17-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-envy-17-series"
"LAPTOP","HP","hp","HP Envy X360 Series","hp-envy-x360-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-envy-x360-series"
"LAPTOP","HP","hp","Hp HyperX Omen 2026 Series","hp-hyperx-omen-2026-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-hyperx-omen-2026-series"
"LAPTOP","HP","hp","HP Notebook Series","hp-notebook-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-notebook-series"
"LAPTOP","HP","hp","HP Omen 15 Series","hp-omen-15-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-omen-15-series"
"LAPTOP","HP","hp","HP Omen 16 Max Series","hp-omen-16-max-series","Standard","","60600","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-omen-16-max-series"
"LAPTOP","HP","hp","HP Omen 16 Series","hp-omen-16-series","Standard","","50500","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-omen-16-series"
"LAPTOP","HP","hp","HP Omen 17 Series","hp-omen-17-series","Standard","","60600","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-omen-17-series"
"LAPTOP","HP","hp","HP Omnibook Ultra Flip Series","hp-omnibook-ultra-flip-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-omnibook-ultra-flip-series"
"LAPTOP","HP","hp","HP OmniBook X Flip Series","hp-omnibook-x-flip-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-omnibook-x-flip-series"
"LAPTOP","HP","hp","HP Pavilion 13 Series","hp-pavilion-13-series","Standard","","25250","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-pavilion-13-series"
"LAPTOP","HP","hp","HP Pavilion 14 Series","hp-pavilion-14-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-pavilion-14-series"
"LAPTOP","HP","hp","HP Pavilion 15 Series","hp-pavilion-15-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-pavilion-15-series"
"LAPTOP","HP","hp","HP Pavilion Gaming 15 Series","hp-pavilion-gaming-15-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-pavilion-gaming-15-series"
"LAPTOP","HP","hp","HP Pavilion Plus 14 Series","hp-pavilion-plus-14-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-pavilion-plus-14-series"
"LAPTOP","HP","hp","HP Pavilion x360 Series","hp-pavilion-x360-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-pavilion-x360-series"
"LAPTOP","HP","hp","HP ProBook 430 G8 Series","hp-probook-430-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-430-g8-series"
"LAPTOP","HP","hp","HP ProBook 440 G7 Series","hp-probook-440-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-440-g7-series"
"LAPTOP","HP","hp","HP ProBook 440 G8 Series","hp-probook-440-g8-series","Standard","","32320","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-440-g8-series"
"LAPTOP","HP","hp","HP ProBook 440 G9 Series","hp-probook-440-g9-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-440-g9-series"
"LAPTOP","HP","hp","HP ProBook 445 G7 Series","hp-probook-445-g7-series","Standard","","25250","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-445-g7-series"
"LAPTOP","HP","hp","HP ProBook 445 G8 Series","hp-probook-445-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-445-g8-series"
"LAPTOP","HP","hp","HP ProBook 450 G7 Series","hp-probook-450-g7-series","Standard","","25250","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-450-g7-series"
"LAPTOP","HP","hp","HP ProBook 450 G8 Series","hp-probook-450-g8-series","Standard","","35350","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-450-g8-series"
"LAPTOP","HP","hp","HP ProBook 455 G7 Series","hp-probook-455-g7-series","Standard","","25250","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-455-g7-series"
"LAPTOP","HP","hp","HP ProBook 455 G8 Series","hp-probook-455-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-455-g8-series"
"LAPTOP","HP","hp","HP ProBook 630 G8 Series","hp-probook-630-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-630-g8-series"
"LAPTOP","HP","hp","HP ProBook 635 Aero G8 Series","hp-probook-635-aero-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-635-aero-g8-series"
"LAPTOP","HP","hp","HP ProBook 640 G8 Series","hp-probook-640-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-640-g8-series"
"LAPTOP","HP","hp","HP ProBook 650 G8 Series","hp-probook-650-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-650-g8-series"
"LAPTOP","HP","hp","HP ProBook X360 435 G8 Series","hp-probook-x360-435-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-x360-435-g8-series"
"LAPTOP","HP","hp","HP ProBook X360 440 G1 Series","hp-probook-x360-440-g1-series","Standard","","20200","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-probook-x360-440-g1-series"
"LAPTOP","HP","hp","HP Spectre X360 13 Series","hp-spectre-x360-13-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-spectre-x360-13-series"
"LAPTOP","HP","hp","HP Spectre X360 14 Series","hp-spectre-x360-14-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-spectre-x360-14-series"
"LAPTOP","HP","hp","HP Spectre X360 16 Series","hp-spectre-x360-16-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-spectre-x360-16-series"
"LAPTOP","HP","hp","HP Victus 15 Series","hp-victus-15-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-victus-15-series"
"LAPTOP","HP","hp","HP Victus 16 Series","hp-victus-16-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-victus-16-series"
"LAPTOP","HP","hp","HP ZBook 14 Series","hp-zbook-14-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-14-series"
"LAPTOP","HP","hp","HP ZBook 14u G5 Series","hp-zbook-14u-g5-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-14u-g5-series"
"LAPTOP","HP","hp","HP ZBook 14u G6 Series","hp-zbook-14u-g6-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-14u-g6-series"
"LAPTOP","HP","hp","HP ZBook 14u Series","hp-zbook-14u-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-14u-series"
"LAPTOP","HP","hp","HP ZBook 15 G5 Series","hp-zbook-15-g5-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-15-g5-series"
"LAPTOP","HP","hp","HP ZBook 15 G6 Series","hp-zbook-15-g6-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-15-g6-series"
"LAPTOP","HP","hp","HP ZBook 15u G5 Series","hp-zbook-15u-g5-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-15u-g5-series"
"LAPTOP","HP","hp","HP ZBook 15u G6 Series","hp-zbook-15u-g6-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-15u-g6-series"
"LAPTOP","HP","hp","HP ZBook 15u Series","hp-zbook-15u-series","Standard","","25250","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-15u-series"
"LAPTOP","HP","hp","HP ZBook 17 G5 Series","hp-zbook-17-g5-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-17-g5-series"
"LAPTOP","HP","hp","HP ZBook 17 G6 Series","hp-zbook-17-g6-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-17-g6-series"
"LAPTOP","HP","hp","HP ZBook Create G7 Series","hp-zbook-create-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-create-g7-series"
"LAPTOP","HP","hp","HP ZBook Firefly 14 G7 Series","hp-zbook-firefly-14-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-firefly-14-g7-series"
"LAPTOP","HP","hp","HP ZBook Firefly 14 G8 Series","hp-zbook-firefly-14-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-firefly-14-g8-series"
"LAPTOP","HP","hp","HP ZBook Firefly 14 G9 Series","hp-zbook-firefly-14-g9-series","Standard","","36259","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-firefly-14-g9-series"
"LAPTOP","HP","hp","HP ZBook Firefly 15 G7 Series","hp-zbook-firefly-15-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-firefly-15-g7-series"
"LAPTOP","HP","hp","HP ZBook Firefly 15 G8 Series","hp-zbook-firefly-15-g8-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-firefly-15-g8-series"
"LAPTOP","HP","hp","HP ZBook Fury 15 G7 Series","hp-zbook-fury-15-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-fury-15-g7-series"
"LAPTOP","HP","hp","HP ZBook Fury 16 G9 Series","hp-zbook-fury-16-g9-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-fury-16-g9-series"
"LAPTOP","HP","hp","HP ZBook Fury 17 G7 Series","hp-zbook-fury-17-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-fury-17-g7-series"
"LAPTOP","HP","hp","HP ZBook Power 15 G7 Series","hp-zbook-power-15-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-power-15-g7-series"
"LAPTOP","HP","hp","HP ZBook Power 15 G9 Series","hp-zbook-power-15-g9-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-power-15-g9-series"
"LAPTOP","HP","hp","HP ZBook Power 17 G7 Series","hp-zbook-power-17-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-power-17-g7-series"
"LAPTOP","HP","hp","HP ZBook Studio 16 G9 Series","hp-zbook-studio-16-g9-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-studio-16-g9-series"
"LAPTOP","HP","hp","HP ZBook Studio G5 Series","hp-zbook-studio-g5-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-studio-g5-series"
"LAPTOP","HP","hp","HP ZBook Studio G7 Series","hp-zbook-studio-g7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-studio-g7-series"
"LAPTOP","HP","hp","HP ZBook Studio x360 G5 Series","hp-zbook-studio-x360-g5-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-studio-x360-g5-series"
"LAPTOP","HP","hp","HP ZBook Studio X360 Series","hp-zbook-studio-x360-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/hp-zbook-studio-x360-series"
"LAPTOP","HP","hp","Omen Series","omen-series","Standard","","60600","NO","YES","https://www.cashall.in/api/v1/catalog/image/omen-series"
"LAPTOP","HP","hp","Other HP Series","other-hp-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/other-hp-series"
"LAPTOP","HP","hp","Pavilion Gaming Series","pavilion-gaming-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/pavilion-gaming-series"
"LAPTOP","HP","hp","Pavilion Power Series","pavilion-power-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/pavilion-power-series"
"LAPTOP","HP","hp","Pavilion Series","pavilion-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/pavilion-series"
"LAPTOP","HP","hp","Probook Series","probook-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/probook-series"
"LAPTOP","HP","hp","SlateBook Series","slatebook-series","Standard","","2676","NO","YES","https://www.cashall.in/api/v1/catalog/image/slatebook-series"
"LAPTOP","HP","hp","Spectre Series","spectre-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/spectre-series"
"LAPTOP","HP","hp","Split Series","split-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/split-series"
"LAPTOP","HP","hp","Stream Series","stream-series","Standard","","2636","NO","YES","https://www.cashall.in/api/v1/catalog/image/stream-series"
"LAPTOP","HP","hp","Victus Series","victus-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/victus-series"
"LAPTOP","HP","hp","ZBook 8 Series","zbook-8-series","Standard","","35350","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-8-series"
"LAPTOP","HP","hp","ZBook Firefly 16 G9 Series","zbook-firefly-16-g9-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-firefly-16-g9-series"
"LAPTOP","HP","hp","ZBook Firefly Series","zbook-firefly-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-firefly-series"
"LAPTOP","HP","hp","ZBook Fury Series","zbook-fury-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-fury-series"
"LAPTOP","HP","hp","ZBook Power Series","zbook-power-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-power-series"
"LAPTOP","HP","hp","ZBook Series","zbook-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-series"
"LAPTOP","HP","hp","ZBook Studio Series","zbook-studio-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-studio-series"
"LAPTOP","HP","hp","ZBook X Series","zbook-x-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/zbook-x-series"
"LAPTOP","Lenovo","lenovo","IdeaPad 100 Series","ideapad-100-series","Standard","","5020","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-100-series"
"LAPTOP","Lenovo","lenovo","IdeaPad 300 Series","ideapad-300-series","Standard","","11595","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-300-series"
"LAPTOP","Lenovo","lenovo","IdeaPad 5 Series","ideapad-5-series","Standard","","12625","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-5-series"
"LAPTOP","Lenovo","lenovo","IdeaPad 500 Series","ideapad-500-series","Standard","","6373","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-500-series"
"LAPTOP","Lenovo","lenovo","IdeaPad 700 Series","ideapad-700-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-700-series"
"LAPTOP","Lenovo","lenovo","IdeaPad 900 Series","ideapad-900-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-900-series"
"LAPTOP","Lenovo","lenovo","IdeaPad D Series","ideapad-d-series","Standard","","6010","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-d-series"
"LAPTOP","Lenovo","lenovo","IdeaPad Flex Series","ideapad-flex-series","Standard","","6767","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-flex-series"
"LAPTOP","Lenovo","lenovo","IdeaPad Gaming 3 15ACH6","ideapad-gaming-3-15ach6","Standard","","0","YES","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-gaming-3-15ach6"
"LAPTOP","Lenovo","lenovo","IdeaPad Gaming Series","ideapad-gaming-series","Standard","","20311","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-gaming-series"
"LAPTOP","Lenovo","lenovo","IdeaPad S Series","ideapad-s-series","Standard","","5595","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-s-series"
"LAPTOP","Lenovo","lenovo","IdeaPad Slim 3 15IAH8","ideapad-slim-3-15iah8","Standard","","0","YES","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-slim-3-15iah8"
"LAPTOP","Lenovo","lenovo","IdeaPad Slim 3i Series","ideapad-slim-3i-series","Standard","","17503","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-slim-3i-series"
"LAPTOP","Lenovo","lenovo","IdeaPad Slim 5 14IRL8","ideapad-slim-5-14irl8","Standard","","0","YES","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-slim-5-14irl8"
"LAPTOP","Lenovo","lenovo","IdeaPad Slim 5i Series","ideapad-slim-5i-series","Standard","","22472","NO","YES","https://www.cashall.in/api/v1/catalog/image/ideapad-slim-5i-series"
"LAPTOP","Lenovo","lenovo","Legion 5 Series","legion-5-series","Standard","","22079","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-5-series"
"LAPTOP","Lenovo","lenovo","Legion 5i Pro Series","legion-5i-pro-series","Standard","","43430","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-5i-pro-series"
"LAPTOP","Lenovo","lenovo","Legion 5i Series","legion-5i-series","Standard","","35350","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-5i-series"
"LAPTOP","Lenovo","lenovo","Legion 7 16IRX9","legion-7-16irx9","Standard","","0","YES","YES","https://www.cashall.in/api/v1/catalog/image/legion-7-16irx9"
"LAPTOP","Lenovo","lenovo","Legion 7 Series","legion-7-series","Standard","","33178","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-7-series"
"LAPTOP","Lenovo","lenovo","Legion 9i Series","legion-9i-series","Standard","","60600","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-9i-series"
"LAPTOP","Lenovo","lenovo","Legion Pro 5 Series","legion-pro-5-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-pro-5-series"
"LAPTOP","Lenovo","lenovo","Legion Pro 5i Series","legion-pro-5i-series","Standard","","39390","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-pro-5i-series"
"LAPTOP","Lenovo","lenovo","Legion Pro 7i Series","legion-pro-7i-series","Standard","","50500","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-pro-7i-series"
"LAPTOP","Lenovo","lenovo","Legion Series","legion-series","Standard","","45450","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-series"
"LAPTOP","Lenovo","lenovo","Legion Series","legion-y-series","Standard","","0","YES","YES","https://www.cashall.in/api/v1/catalog/image/legion-y-series"
"LAPTOP","Lenovo","lenovo","Legion Slim 5 Series","legion-slim-5-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-slim-5-series"
"LAPTOP","Lenovo","lenovo","Legion Slim 5i Series","legion-slim-5i-series","Standard","","38380","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-slim-5i-series"
"LAPTOP","Lenovo","lenovo","Legion Y530 Series","legion-y530-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/legion-y530-series"
"LAPTOP","Lenovo","lenovo","Lenovo 100e Series","lenovo-100e-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-100e-series"
"LAPTOP","Lenovo","lenovo","Lenovo 11e Series","lenovo-11e-series","Standard","","2909","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-11e-series"
"LAPTOP","Lenovo","lenovo","Lenovo 300e Series","lenovo-300e-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-300e-series"
"LAPTOP","Lenovo","lenovo","Lenovo 500e Series","lenovo-500e-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-500e-series"
"LAPTOP","Lenovo","lenovo","Lenovo IdeaPad Gaming 3 Series","lenovo-ideapad-gaming-3-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-ideapad-gaming-3-series"
"LAPTOP","Lenovo","lenovo","Lenovo IdeaPad Gaming 3i Series","lenovo-ideapad-gaming-3i-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-ideapad-gaming-3i-series"
"LAPTOP","Lenovo","lenovo","Lenovo IdeaPad Slim 1 Gen Series","lenovo-ideapad-slim-1-gen-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-ideapad-slim-1-gen-series"
"LAPTOP","Lenovo","lenovo","Lenovo IdeaPad Slim 1i Gen Series","lenovo-ideapad-slim-1i-gen-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-ideapad-slim-1i-gen-series"
"LAPTOP","Lenovo","lenovo","Lenovo IdeaPad Slim 3 Gen Series","lenovo-ideapad-slim-3-gen-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-ideapad-slim-3-gen-series"
"LAPTOP","Lenovo","lenovo","Lenovo IdeaPad Slim 5 Gen Series","lenovo-ideapad-slim-5-gen-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-ideapad-slim-5-gen-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion 5 15 Series","lenovo-legion-5-15-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-5-15-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion 5 17 Series","lenovo-legion-5-17-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-5-17-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion 5i 17 Series","lenovo-legion-5i-17-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-5i-17-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion 7i Series","lenovo-legion-7i-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-7i-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion Slim 7 Series","lenovo-legion-slim-7-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-slim-7-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion Slim 7i Series","lenovo-legion-slim-7i-series","Standard","","20200","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-slim-7i-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion Y520 Series","lenovo-legion-y520-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-y520-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion Y540 Series","lenovo-legion-y540-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-y540-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion Y7000 Series","lenovo-legion-y7000-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-y7000-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion Y720 Series","lenovo-legion-y720-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-y720-series"
"LAPTOP","Lenovo","lenovo","Lenovo Legion Y730 Series","lenovo-legion-y730-series","Standard","","8080","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-legion-y730-series"
"LAPTOP","Lenovo","lenovo","Lenovo LOQ Series","lenovo-loq-series","Standard","","40400","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-loq-series"
"LAPTOP","Lenovo","lenovo","Lenovo N Series","lenovo-n-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-n-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 13s","lenovo-thinkbook-13s","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-13s"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 13s Series","lenovo-thinkbook-13s-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-13s-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 13x Series","lenovo-thinkbook-13x-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-13x-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 14 Series","lenovo-thinkbook-14-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-14-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 14P Series","lenovo-thinkbook-14p-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-14p-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 14S Series","lenovo-thinkbook-14s-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-14s-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 14s Yoga Series","lenovo-thinkbook-14s-yoga-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-14s-yoga-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 15 Series","lenovo-thinkbook-15-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-15-series"
"LAPTOP","Lenovo","lenovo","Lenovo ThinkBook 15P Series","lenovo-thinkbook-15p-series","Standard","","30300","NO","YES","https://www.cashall.in/api/v1/catalog/image/lenovo-thinkbook-15p-series"
