"id","title","description","availability","condition","price","link","image_link","brand","google_product_category","fb_product_category"
"v-m-tablet-apple-ipad-air-1st-gen-wi-fi-cellular-16-gb","Sell iPad Air 1st Gen (Wi-Fi + Cellular) (16 GB) for Instant Cash | CashALL","Sell your used iPad Air 1st Gen (Wi-Fi + Cellular) (16 GB) on CashALL. Get instant valuation up to ₹2,798, free doorstep verification, and instant bank/UPI payment.","in stock","used","2798.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-1st-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-1st-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-1st-gen-wi-fi-cellular-32-gb","Sell iPad Air 1st Gen (Wi-Fi + Cellular) (32 GB) for Instant Cash | CashALL","Sell your used iPad Air 1st Gen (Wi-Fi + Cellular) (32 GB) on CashALL. Get instant valuation up to ₹3,202, free doorstep verification, and instant bank/UPI payment.","in stock","used","3202.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-1st-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-1st-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-1st-gen-wi-fi-cellular-64-gb","Sell iPad Air 1st Gen (Wi-Fi + Cellular) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 1st Gen (Wi-Fi + Cellular) (64 GB) on CashALL. Get instant valuation up to ₹3,525, free doorstep verification, and instant bank/UPI payment.","in stock","used","3525.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-1st-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-1st-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-1st-gen-wi-fi-only-128-gb","Sell iPad Air 1st Gen (Wi-Fi Only) (128 GB) for Instant Cash | CashALL","Sell your used iPad Air 1st Gen (Wi-Fi Only) (128 GB) on CashALL. Get instant valuation up to ₹3,777, free doorstep verification, and instant bank/UPI payment.","in stock","used","3777.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-1st-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-1st-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-1st-gen-wi-fi-only-16-gb","Sell iPad Air 1st Gen (Wi-Fi Only) (16 GB) for Instant Cash | CashALL","Sell your used iPad Air 1st Gen (Wi-Fi Only) (16 GB) on CashALL. Get instant valuation up to ₹2,545, free doorstep verification, and instant bank/UPI payment.","in stock","used","2545.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-1st-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-1st-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-1st-gen-wi-fi-only-32-gb","Sell iPad Air 1st Gen (Wi-Fi Only) (32 GB) for Instant Cash | CashALL","Sell your used iPad Air 1st Gen (Wi-Fi Only) (32 GB) on CashALL. Get instant valuation up to ₹2,778, free doorstep verification, and instant bank/UPI payment.","in stock","used","2778.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-1st-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-1st-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-1st-gen-wi-fi-only-64-gb","Sell iPad Air 1st Gen (Wi-Fi Only) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 1st Gen (Wi-Fi Only) (64 GB) on CashALL. Get instant valuation up to ₹3,212, free doorstep verification, and instant bank/UPI payment.","in stock","used","3212.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-1st-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-1st-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-cellular-2014-128-gb","Sell iPad Air 2 Cellular 2014 (128 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Cellular 2014 (128 GB) on CashALL. Get instant valuation up to ₹4,242, free doorstep verification, and instant bank/UPI payment.","in stock","used","4242.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-cellular-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-cellular-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-cellular-2014-16-gb","Sell iPad Air 2 Cellular 2014 (16 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Cellular 2014 (16 GB) on CashALL. Get instant valuation up to ₹3,535, free doorstep verification, and instant bank/UPI payment.","in stock","used","3535.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-cellular-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-cellular-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-cellular-2014-32-gb","Sell iPad Air 2 Cellular 2014 (32 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Cellular 2014 (32 GB) on CashALL. Get instant valuation up to ₹3,636, free doorstep verification, and instant bank/UPI payment.","in stock","used","3636.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-cellular-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-cellular-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-cellular-2014-64-gb","Sell iPad Air 2 Cellular 2014 (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Cellular 2014 (64 GB) on CashALL. Get instant valuation up to ₹3,838, free doorstep verification, and instant bank/UPI payment.","in stock","used","3838.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-cellular-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-cellular-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-wi-fi-2014-128-gb","Sell iPad Air 2 Wi Fi 2014 (128 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Wi Fi 2014 (128 GB) on CashALL. Get instant valuation up to ₹3,737, free doorstep verification, and instant bank/UPI payment.","in stock","used","3737.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-wi-fi-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-wi-fi-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-wi-fi-2014-16-gb","Sell iPad Air 2 Wi Fi 2014 (16 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Wi Fi 2014 (16 GB) on CashALL. Get instant valuation up to ₹3,232, free doorstep verification, and instant bank/UPI payment.","in stock","used","3232.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-wi-fi-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-wi-fi-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-wi-fi-2014-32-gb","Sell iPad Air 2 Wi Fi 2014 (32 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Wi Fi 2014 (32 GB) on CashALL. Get instant valuation up to ₹3,535, free doorstep verification, and instant bank/UPI payment.","in stock","used","3535.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-wi-fi-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-wi-fi-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2-wi-fi-2014-64-gb","Sell iPad Air 2 Wi Fi 2014 (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 2 Wi Fi 2014 (64 GB) on CashALL. Get instant valuation up to ₹4,040, free doorstep verification, and instant bank/UPI payment.","in stock","used","4040.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2-wi-fi-2014","https://www.cashall.in/api/v1/catalog/image/ipad-air-2-wi-fi-2014","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-cellular-128-gb","Sell iPad Air 2nd Gen (Wi-Fi + Cellular) (128 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi + Cellular) (128 GB) on CashALL. Get instant valuation up to ₹5,616, free doorstep verification, and instant bank/UPI payment.","in stock","used","5616.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-cellular-16-gb","Sell iPad Air 2nd Gen (Wi-Fi + Cellular) (16 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi + Cellular) (16 GB) on CashALL. Get instant valuation up to ₹3,586, free doorstep verification, and instant bank/UPI payment.","in stock","used","3586.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-cellular-32-gb","Sell iPad Air 2nd Gen (Wi-Fi + Cellular) (32 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi + Cellular) (32 GB) on CashALL. Get instant valuation up to ₹4,434, free doorstep verification, and instant bank/UPI payment.","in stock","used","4434.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-cellular-64-gb","Sell iPad Air 2nd Gen (Wi-Fi + Cellular) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi + Cellular) (64 GB) on CashALL. Get instant valuation up to ₹5,232, free doorstep verification, and instant bank/UPI payment.","in stock","used","5232.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-only-128-gb","Sell iPad Air 2nd Gen (Wi-Fi Only) (128 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi Only) (128 GB) on CashALL. Get instant valuation up to ₹5,151, free doorstep verification, and instant bank/UPI payment.","in stock","used","5151.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-only-16-gb","Sell iPad Air 2nd Gen (Wi-Fi Only) (16 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi Only) (16 GB) on CashALL. Get instant valuation up to ₹2,919, free doorstep verification, and instant bank/UPI payment.","in stock","used","2919.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-only-32-gb","Sell iPad Air 2nd Gen (Wi-Fi Only) (32 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi Only) (32 GB) on CashALL. Get instant valuation up to ₹3,161, free doorstep verification, and instant bank/UPI payment.","in stock","used","3161.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-2nd-gen-wi-fi-only-64-gb","Sell iPad Air 2nd Gen (Wi-Fi Only) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 2nd Gen (Wi-Fi Only) (64 GB) on CashALL. Get instant valuation up to ₹4,434, free doorstep verification, and instant bank/UPI payment.","in stock","used","4434.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-2nd-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-2nd-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-3rd-gen-wi-fi-cellular-256-gb","Sell iPad Air 3rd Gen (Wi-Fi + Cellular) (256 GB) for Instant Cash | CashALL","Sell your used iPad Air 3rd Gen (Wi-Fi + Cellular) (256 GB) on CashALL. Get instant valuation up to ₹17,372, free doorstep verification, and instant bank/UPI payment.","in stock","used","17372.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-3rd-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-3rd-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-3rd-gen-wi-fi-cellular-64-gb","Sell iPad Air 3rd Gen (Wi-Fi + Cellular) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 3rd Gen (Wi-Fi + Cellular) (64 GB) on CashALL. Get instant valuation up to ₹14,494, free doorstep verification, and instant bank/UPI payment.","in stock","used","14494.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-3rd-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-3rd-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-3rd-gen-wi-fi-only-256-gb","Sell iPad Air 3rd Gen (Wi-Fi Only) (256 GB) for Instant Cash | CashALL","Sell your used iPad Air 3rd Gen (Wi-Fi Only) (256 GB) on CashALL. Get instant valuation up to ₹16,221, free doorstep verification, and instant bank/UPI payment.","in stock","used","16221.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-3rd-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-3rd-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-3rd-gen-wi-fi-only-64-gb","Sell iPad Air 3rd Gen (Wi-Fi Only) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 3rd Gen (Wi-Fi Only) (64 GB) on CashALL. Get instant valuation up to ₹13,342, free doorstep verification, and instant bank/UPI payment.","in stock","used","13342.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-3rd-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-3rd-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-4th-gen-wi-fi-cellular-256-gb","Sell iPad Air 4th Gen (Wi-Fi + Cellular) (256 GB) for Instant Cash | CashALL","Sell your used iPad Air 4th Gen (Wi-Fi + Cellular) (256 GB) on CashALL. Get instant valuation up to ₹21,786, free doorstep verification, and instant bank/UPI payment.","in stock","used","21786.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-4th-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-4th-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-4th-gen-wi-fi-cellular-64-gb","Sell iPad Air 4th Gen (Wi-Fi + Cellular) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 4th Gen (Wi-Fi + Cellular) (64 GB) on CashALL. Get instant valuation up to ₹20,917, free doorstep verification, and instant bank/UPI payment.","in stock","used","20917.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-4th-gen-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-4th-gen-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-4th-gen-wi-fi-only-256-gb","Sell iPad Air 4th Gen (Wi-Fi Only) (256 GB) for Instant Cash | CashALL","Sell your used iPad Air 4th Gen (Wi-Fi Only) (256 GB) on CashALL. Get instant valuation up to ₹20,826, free doorstep verification, and instant bank/UPI payment.","in stock","used","20826.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-4th-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-4th-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-4th-gen-wi-fi-only-64-gb","Sell iPad Air 4th Gen (Wi-Fi Only) (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 4th Gen (Wi-Fi Only) (64 GB) on CashALL. Get instant valuation up to ₹19,867, free doorstep verification, and instant bank/UPI payment.","in stock","used","19867.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-4th-gen-wi-fi-only","https://www.cashall.in/api/v1/catalog/image/ipad-air-4th-gen-wi-fi-only","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-5th-gen-cellular-2022-256-gb","Sell iPad Air 5th gen Cellular 2022 (256 GB) for Instant Cash | CashALL","Sell your used iPad Air 5th gen Cellular 2022 (256 GB) on CashALL. Get instant valuation up to ₹31,815, free doorstep verification, and instant bank/UPI payment.","in stock","used","31815.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-5th-gen-cellular-2022","https://www.cashall.in/api/v1/catalog/image/ipad-air-5th-gen-cellular-2022","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-5th-gen-cellular-2022-64-gb","Sell iPad Air 5th gen Cellular 2022 (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 5th gen Cellular 2022 (64 GB) on CashALL. Get instant valuation up to ₹29,088, free doorstep verification, and instant bank/UPI payment.","in stock","used","29088.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-5th-gen-cellular-2022","https://www.cashall.in/api/v1/catalog/image/ipad-air-5th-gen-cellular-2022","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-5th-gen-wi-fi-2022-256-gb","Sell iPad Air 5th gen Wi Fi 2022 (256 GB) for Instant Cash | CashALL","Sell your used iPad Air 5th gen Wi Fi 2022 (256 GB) on CashALL. Get instant valuation up to ₹25,755, free doorstep verification, and instant bank/UPI payment.","in stock","used","25755.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-5th-gen-wi-fi-2022","https://www.cashall.in/api/v1/catalog/image/ipad-air-5th-gen-wi-fi-2022","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-5th-gen-wi-fi-2022-64-gb","Sell iPad Air 5th gen Wi Fi 2022 (64 GB) for Instant Cash | CashALL","Sell your used iPad Air 5th gen Wi Fi 2022 (64 GB) on CashALL. Get instant valuation up to ₹23,735, free doorstep verification, and instant bank/UPI payment.","in stock","used","23735.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-5th-gen-wi-fi-2022","https://www.cashall.in/api/v1/catalog/image/ipad-air-5th-gen-wi-fi-2022","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-cellular-2013-128-gb","Sell iPad Air Cellular 2013 (128 GB) for Instant Cash | CashALL","Sell your used iPad Air Cellular 2013 (128 GB) on CashALL. Get instant valuation up to ₹3,535, free doorstep verification, and instant bank/UPI payment.","in stock","used","3535.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-cellular-2013","https://www.cashall.in/api/v1/catalog/image/ipad-air-cellular-2013","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-cellular-2013-16-gb","Sell iPad Air Cellular 2013 (16 GB) for Instant Cash | CashALL","Sell your used iPad Air Cellular 2013 (16 GB) on CashALL. Get instant valuation up to ₹3,030, free doorstep verification, and instant bank/UPI payment.","in stock","used","3030.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-cellular-2013","https://www.cashall.in/api/v1/catalog/image/ipad-air-cellular-2013","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-cellular-2013-32-gb","Sell iPad Air Cellular 2013 (32 GB) for Instant Cash | CashALL","Sell your used iPad Air Cellular 2013 (32 GB) on CashALL. Get instant valuation up to ₹3,232, free doorstep verification, and instant bank/UPI payment.","in stock","used","3232.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-cellular-2013","https://www.cashall.in/api/v1/catalog/image/ipad-air-cellular-2013","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-cellular-2013-64-gb","Sell iPad Air Cellular 2013 (64 GB) for Instant Cash | CashALL","Sell your used iPad Air Cellular 2013 (64 GB) on CashALL. Get instant valuation up to ₹3,333, free doorstep verification, and instant bank/UPI payment.","in stock","used","3333.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-cellular-2013","https://www.cashall.in/api/v1/catalog/image/ipad-air-cellular-2013","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wifi-1-tb","Sell iPad Air M2 11 inch wifi (1 TB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi (1 TB) on CashALL. Get instant valuation up to ₹43,430, free doorstep verification, and instant bank/UPI payment.","in stock","used","43430.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wifi","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wifi","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wifi-128-gb","Sell iPad Air M2 11 inch wifi (128 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi (128 GB) on CashALL. Get instant valuation up to ₹34,340, free doorstep verification, and instant bank/UPI payment.","in stock","used","34340.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wifi","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wifi","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wifi-256-gb","Sell iPad Air M2 11 inch wifi (256 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi (256 GB) on CashALL. Get instant valuation up to ₹37,370, free doorstep verification, and instant bank/UPI payment.","in stock","used","37370.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wifi","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wifi","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wifi-512-gb","Sell iPad Air M2 11 inch wifi (512 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi (512 GB) on CashALL. Get instant valuation up to ₹40,400, free doorstep verification, and instant bank/UPI payment.","in stock","used","40400.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wifi","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wifi","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wificellular-1-tb","Sell iPad Air M2 11 inch wifi+Cellular (1 TB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi+Cellular (1 TB) on CashALL. Get instant valuation up to ₹49,490, free doorstep verification, and instant bank/UPI payment.","in stock","used","49490.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wificellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wificellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wificellular-128-gb","Sell iPad Air M2 11 inch wifi+Cellular (128 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi+Cellular (128 GB) on CashALL. Get instant valuation up to ₹41,410, free doorstep verification, and instant bank/UPI payment.","in stock","used","41410.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wificellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wificellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wificellular-256-gb","Sell iPad Air M2 11 inch wifi+Cellular (256 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi+Cellular (256 GB) on CashALL. Get instant valuation up to ₹43,430, free doorstep verification, and instant bank/UPI payment.","in stock","used","43430.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wificellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wificellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-inch-wificellular-512-gb","Sell iPad Air M2 11 inch wifi+Cellular (512 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11 inch wifi+Cellular (512 GB) on CashALL. Get instant valuation up to ₹46,460, free doorstep verification, and instant bank/UPI payment.","in stock","used","46460.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-inch-wificellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-inch-wificellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-wi-fi-cellular-1-tb","Sell iPad Air M2 11"" (Wi-Fi + Cellular) (1 TB) for Instant Cash | CashALL","Sell your used iPad Air M2 11"" (Wi-Fi + Cellular) (1 TB) on CashALL. Get instant valuation up to ₹47,016, free doorstep verification, and instant bank/UPI payment.","in stock","used","47016.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-wi-fi-cellular-128-gb","Sell iPad Air M2 11"" (Wi-Fi + Cellular) (128 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11"" (Wi-Fi + Cellular) (128 GB) on CashALL. Get instant valuation up to ₹39,148, free doorstep verification, and instant bank/UPI payment.","in stock","used","39148.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-wi-fi-cellular-256-gb","Sell iPad Air M2 11"" (Wi-Fi + Cellular) (256 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11"" (Wi-Fi + Cellular) (256 GB) on CashALL. Get instant valuation up to ₹40,976, free doorstep verification, and instant bank/UPI payment.","in stock","used","40976.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
"v-m-tablet-apple-ipad-air-m2-11-wi-fi-cellular-512-gb","Sell iPad Air M2 11"" (Wi-Fi + Cellular) (512 GB) for Instant Cash | CashALL","Sell your used iPad Air M2 11"" (Wi-Fi + Cellular) (512 GB) on CashALL. Get instant valuation up to ₹43,087, free doorstep verification, and instant bank/UPI payment.","in stock","used","43087.00 INR","https://www.cashall.in/sell/tablet/apple/ipad-air-m2-11-wi-fi-cellular","https://www.cashall.in/api/v1/catalog/image/ipad-air-m2-11-wi-fi-cellular","Apple","Electronics > Computers > Tablet Computers","tablet"
